"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"울산광역시 남구청",울산광역시 남구 선암호수길 104,,생활방범,1,,,30,,052-226-5572,35.516877,129.322488,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 선암동 560-4,생활방범,1,,,30,,052-226-5572,35.511439,129.309667,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로80번길 12,,생활방범,1,,,30,,052-226-5572,35.523551,129.342025,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로66번길 3-12,,생활방범,1,,,30,,052-226-5572,35.523572,129.341757,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로80번길 22,,생활방범,1,,,30,,052-226-5572,35.522654,129.341459,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로66번길 19-1,,생활방범,1,,,30,,052-226-5572,35.522483,129.340536,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로431번길 23-30,,생활방범,1,,,30,,052-226-5572,35.522871,129.341995,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로355번길 22,,생활방범,1,,,30,,052-226-5572,35.516797,129.338450,2020-03-13
"울산광역시 남구청",울산광역시 남구 번영로30번길 10-1,,생활방범,1,,,30,,052-226-5572,35.528068,129.331862,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 야음동 572-6,생활방범,1,,,30,,052-226-5572,35.531260,129.330856,2020-03-13
"울산광역시 남구청",울산광역시 남구 대암로129번길 8,,생활방범,1,,,30,,052-226-5572,35.530275,129.329830,2020-03-13
"울산광역시 남구청",울산광역시 남구 번영로15번길 23-1,,생활방범,1,,,30,,052-226-5572,35.527394,129.327765,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로224번길 7,,생활방범,1,,,30,,052-226-5572,35.524438,129.330757,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 선암동 594-30,생활방범,1,,,30,,052-226-5572,35.514406,129.310100,2020-03-13
"울산광역시 남구청",울산광역시 남구 중앙로28번길 5-11,,생활방범,1,,,30,,052-226-5572,35.524594,129.318606,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로5번길 21,,생활방범,1,,,30,,052-226-5572,35.522350,129.321785,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로34번길 3,,생활방범,1,,,30,,052-226-5572,35.506554,129.309219,2020-03-13
"울산광역시 남구청",울산광역시 남구 신선로 164,,생활방범,1,,,30,,052-226-5572,35.522699,129.330314,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로26번길 30,,생활방범,1,,,30,,052-226-5572,35.524444,129.327028,2020-03-13
"울산광역시 남구청",울산광역시 남구 대암로 90번길 7-19,,생활방범,1,,,30,,052-226-5572,35.529227,129.326525,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로196번길 39,,생활방범,1,,,30,,052-226-5572,35.523328,129.329636,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로189번길 17,,생활방범,1,,,30,,052-226-5572,35.528488,129.327487,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로184번길 14-6,,생활방범,1,,,30,,052-226-5572,35.525620,129.326626,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로12번길 15,,생활방범,1,,,30,,052-226-5572,35.522009,129.336560,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로5번길 46-43,,생활방범,1,,,30,,052-226-5572,35.526036,129.333700,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로116번길 59-21,,생활방범,1,,,30,,052-226-5572,35.523631,129.321501,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로116번길 59-21,,생활방범,1,,,30,,052-226-5572,35.523631,129.321501,2020-03-13
"울산광역시 남구청",울산광역시 남구 번영로54번길 25,,생활방범,1,,,30,,052-226-5572,35.530599,129.333299,2020-03-13
"울산광역시 남구청",울산광역시 남구 번영로54번길 25,,생활방범,1,,,30,,052-226-5572,35.530599,129.333299,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로26번길 7,,생활방범,1,,,30,,052-226-5572,35.525171,129.324372,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로26번길 7,,생활방범,1,,,30,,052-226-5572,35.525171,129.324372,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로106번길 28-6,,생활방범,1,,,30,,052-226-5572,35.513124,129.312083,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로106번길 28-6,,생활방범,1,,,30,,052-226-5572,35.513124,129.312083,2020-03-13
"울산광역시 남구청",울산광역시 남구 신화로41번길 32-12,,생활방범,1,,,30,,052-226-5572,35.530139,129.337536,2020-03-13
"울산광역시 남구청",울산광역시 남구 신화로41번길 32-12,,생활방범,1,,,30,,052-226-5572,35.530139,129.337536,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로155번길 10,,생활방범,1,,,30,,052-226-5572,35.527753,129.323718,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로155번길 10,,생활방범,1,,,30,,052-226-5572,35.527753,129.323718,2020-03-13
"울산광역시 남구청",울산광역시 남구 번영로16번길 4,,생활방범,1,,,30,,052-226-5572,35.526926,129.331261,2020-03-13
"울산광역시 남구청",울산광역시 남구 번영로16번길 4,,생활방범,1,,,30,,052-226-5572,35.526926,129.331261,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로339번길 57,,생활방범,1,,,30,,052-226-5572,35.516774,129.334186,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로339번길 57,,생활방범,1,,,30,,052-226-5572,35.516774,129.334186,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로22번길 21,,생활방범,1,,,30,,052-226-5572,35.504832,129.311241,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로22번길 21,,생활방범,1,,,30,,052-226-5572,35.504832,129.311241,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로22번길 21,,생활방범,1,,,30,,052-226-5572,35.504832,129.311241,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로190번길 77,,생활방범,1,,,30,,052-226-5572,35.514117,129.317586,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로 279-24,,생활방범,1,,,30,,052-226-5572,35.522574,129.335609,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로 279-24,,생활방범,1,,,30,,052-226-5572,35.522574,129.335609,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로196번길 39,,생활방범,1,,,30,,052-226-5572,35.523328,129.329636,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로 328번길 8,,생활방범,1,,,30,,052-226-5572,35.519164,129.338970,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로 328번길 8,,생활방범,1,,,30,,052-226-5572,35.519164,129.338970,2020-03-13
"울산광역시 남구청",울산광역시 남구 처용로26번길 8,,생활방범,1,,,30,,052-226-5572,35.517372,129.340163,2020-03-13
"울산광역시 남구청",울산광역시 남구 처용로26번길 8,,생활방범,1,,,30,,052-226-5572,35.517372,129.340163,2020-03-13
"울산광역시 남구청",울산광역시 남구 번영로64번길 11-1,,생활방범,1,,,30,,052-226-5572,35.531378,129.332138,2020-03-13
"울산광역시 남구청",울산광역시 남구 번영로64번길 11-1,,생활방범,1,,,30,,052-226-5572,35.531378,129.332138,2020-03-13
"울산광역시 남구청",울산광역시 남구 중앙로 2,,생활방범,1,,,30,,052-226-5572,35.521918,129.319514,2020-03-13
"울산광역시 남구청",울산광역시 남구 중앙로 2,,생활방범,1,,,30,,052-226-5572,35.521918,129.319514,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로 325번길 34,,생활방범,1,,,30,,052-226-5572,35.513021,129.335192,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로 325번길 34,,생활방범,1,,,30,,052-226-5572,35.513021,129.335192,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 선암동 180-1,생활방범,1,,,30,,052-226-5572,35.515603,129.338171,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로 31,,생활방범,1,,,30,,052-226-5572,35.524421,129.337268,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로125번길 5,,생활방범,1,,,30,,052-226-5572,35.503711,129.367923,2020-03-13
"울산광역시 남구청",울산광역시 남구 중앙로28번길 7,,생활방범,1,,,30,,052-226-5572,35.524285,129.319008,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 야음동 5,생활방범,1,,,30,,052-226-5572,35.531308,129.339943,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로5번길 21,,생활방범,1,,,30,,052-226-5572,35.522350,129.321785,2020-03-13
"울산광역시 남구청",울산광역시 남구 번영로16번길 19-13,,생활방범,1,,,30,,052-226-5572,35.528045,129.332767,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로155번길 22-7,,생활방범,1,,,30,,052-226-5572,35.528820,129.322987,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 장생포동 60-19,생활방범,1,,,30,,052-226-5572,35.502950,129.379807,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로 355번길 51-1,,생활방범,1,,,30,,052-226-5572,35.517632,129.335111,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로 355번길 51-1,,생활방범,1,,,30,,052-226-5572,35.517632,129.335112,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로 303번길 36,,생활방범,1,,,30,,052-226-5572,35.514799,129.336270,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로 303번길 36,,생활방범,1,,,30,,052-226-5572,35.514798,129.336270,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로 174번길 72,,생활방범,1,,,30,,052-226-5572,35.514719,129.315898,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로 174번길 72,,생활방범,1,,,30,,052-226-5572,35.514719,129.315898,2020-03-13
"울산광역시 남구청",울산광역시 남구 선암호수길 2,,생활방범,1,,,30,,052-226-5572,35.522061,129.329375,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로 81번길 3-8,,생활방범,1,,,30,,052-226-5572,35.505005,129.316118,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로 81번길 3-8,,생활방범,1,,,30,,052-226-5572,35.505005,129.316118,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로 48번길 19,,생활방범,1,,,30,,052-226-5572,35.508158,129.310619,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로 48번길 19,,생활방범,1,,,30,,052-226-5572,35.508158,129.310619,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로 6-2,,생활방범,1,,,30,,052-226-5572,35.520783,129.332760,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로 6-2,,생활방범,1,,,30,,052-226-5572,35.520781,129.332760,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로288번길 12-7,,생활방범,1,,,30,,052-226-5572,35.520588,129.334997,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로 42,,생활방범,1,,,30,,052-226-5572,35.519152,129.336099,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로 42,,생활방범,1,,,30,,052-226-5572,35.519150,129.336044,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로 288번길 31,,생활방범,1,,,30,,052-226-5572,35.518923,129.334371,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로 288번길 31,,생활방범,1,,,30,,052-226-5572,35.518901,129.334371,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로196번길 25,,생활방범,1,,,30,,052-226-5572,35.524566,129.329433,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 야음동 187-1,생활방범,1,,,30,,052-226-5572,35.524487,129.338613,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 야음동 187-1,생활방범,1,,,30,,052-226-5572,35.524487,129.338613,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 야음동 187-1,생활방범,1,,,30,,052-226-5572,35.524487,129.338613,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로 38,,생활방범,1,,,30,,052-226-5572,35.522842,129.337969,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로 38,,생활방범,1,,,30,,052-226-5572,35.522842,129.337969,2020-03-13
"울산광역시 남구청",울산광역시 남구 화합로71번길 21,,생활방범,1,,,30,,052-226-5572,35.531556,129.338794,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로 592,,생활방범,1,,,30,,052-226-5572,35.534229,129.352226,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로294번길 21-2,,생활방범,1,,,30,,052-226-5572,35.518854,129.335441,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로294번길 21-2,,생활방범,1,,,30,,052-226-5572,35.518862,129.335441,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로355번길 80,,생활방범,1,,,30,,052-226-5572,35.519322,129.333092,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로355번길 80,,생활방범,1,,,30,,052-226-5572,35.519322,129.333092,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로26번길 51-1,,생활방범,1,,,30,,052-226-5572,35.524612,129.329699,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로26번길 51-1,,생활방범,1,,,30,,052-226-5572,35.524612,129.329699,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로189번길 13,,생활방범,1,,,30,,052-226-5572,35.528097,129.327587,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로189번길 13,,생활방범,1,,,30,,052-226-5572,35.528097,129.327587,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 야음동 725,생활방범,1,,,30,,052-226-5572,35.522850,129.315898,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 야음동 725,생활방범,1,,,30,,052-226-5572,35.522850,129.315900,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로11번길 31-10,,생활방범,1,,,30,,052-226-5572,35.524285,129.320550,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로11번길 31-10,,생활방범,1,,,30,,052-226-5572,35.524285,129.320550,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로174번길 59,,생활방범,1,,,30,,052-226-5572,35.516115,129.315642,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로174번길 59,,생활방범,1,,,30,,052-226-5572,35.516115,129.315642,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로190번길 77,,생활방범,1,,,30,,052-226-5572,35.514117,129.317586,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로190번길 77,,생활방범,1,,,30,,052-226-5572,35.514117,129.317586,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 매암동 247,생활방범,1,,,30,,052-226-5572,35.505771,129.378889,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 매암동 247,생활방범,1,,,30,,052-226-5572,35.505764,129.378889,2020-03-13
"울산광역시 남구청",울산광역시 남구 선암호수길 130,,생활방범,1,,,30,,052-226-5572,35.516682,129.319340,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로 30,,생활방범,1,,,30,,052-226-5572,35.519667,129.334958,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로274번길 21,,생활방범,1,,,30,,052-226-5572,35.520369,129.333619,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로318번길 19,,생활방범,1,,,30,,052-226-5572,35.518450,129.337789,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로76번길 1,,생활방범,1,,,30,,052-226-5572,35.517136,129.338970,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로355번길 66,,생활방범,1,,,30,,052-226-5572,35.518394,129.334021,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로302번길 6,,생활방범,1,,,30,,052-226-5572,35.520373,129.336990,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로34번길 3,,생활방범,1,,,30,,052-226-5572,35.506554,129.309219,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로34번길 3,,생활방범,1,,,30,,052-226-5572,35.506554,129.309219,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로34번길 3,,생활방범,1,,,30,,052-226-5572,35.506554,129.309219,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 야음동 753-7,생활방범,1,,,30,,052-226-5572,35.521379,129.321276,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로41번길 26,,생활방범,1,,,30,,052-226-5572,35.525428,129.337774,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로41번길 26,,생활방범,1,,,30,,052-226-5572,35.525428,129.337774,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로431번길 25,,생활방범,1,,,30,,052-226-5572,35.523717,129.343226,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로431번길 25,,생활방범,1,,,30,,052-226-5572,35.523717,129.343226,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로139번길 11,,생활방범,1,,,30,,052-226-5572,35.502544,129.370350,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로139번길 11,,생활방범,1,,,30,,052-226-5572,35.502544,129.370350,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 선암동 344-3,생활방범,1,,,30,,052-226-5572,35.511077,129.330356,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 선암동 344-3,생활방범,1,,,30,,052-226-5572,35.511077,129.330356,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로288번길 18-7,,생활방범,1,,,30,,052-226-5572,35.520245,129.334571,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로196번길 8,,생활방범,1,,,30,,052-226-5572,35.526086,129.328684,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로196번길 8,,생활방범,1,,,30,,052-226-5572,35.526086,129.328684,2020-03-13
"울산광역시 남구청",울산광역시 남구 선암로 31,,생활방범,1,,,30,,052-226-5572,35.513890,129.335374,2020-03-13
"울산광역시 남구청",울산광역시 남구 선암로 31,,생활방범,1,,,30,,052-226-5572,35.513890,129.335374,2020-03-13
"울산광역시 남구청",울산광역시 남구 화합로31번길9,,생활방범,1,,,30,,052-226-5572,35.527534,129.342215,2020-03-13
"울산광역시 남구청",울산광역시 남구 화합로31번길9,,생활방범,1,,,30,,052-226-5572,35.527534,129.342215,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로22번길19-28,,생활방범,1,,,30,,052-226-5572,35.505484,129.311458,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로22번길19-28,,생활방범,1,,,30,,052-226-5572,35.505484,129.311458,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로22번길19-41,,생활방범,1,,,30,,052-226-5572,35.505841,129.311519,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로22번길19-41,,생활방범,1,,,30,,052-226-5572,35.505841,129.311519,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로22번길19-47,,생활방범,1,,,30,,052-226-5572,35.505964,129.311438,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로22번길19-47,,생활방범,1,,,30,,052-226-5572,35.505964,129.311438,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로190번길 17,울산광역시 남구 야음동 836-1,생활방범,1,,,30,,052-226-5572,35.525316,129.328269,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로190번길 17,울산광역시 남구 야음동 836-1,생활방범,1,,,30,,052-226-5572,35.525316,129.328269,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 야음동 855,생활방범,1,,,30,,052-226-5572,35.525195,129.327644,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 야음동 855,생활방범,1,,,30,,052-226-5572,35.525195,129.327644,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로26번길 34,,생활방범,1,,,30,,052-226-5572,35.523349,129.326136,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로26번길 34,,생활방범,1,,,30,,052-226-5572,35.523349,129.326136,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로26번길 34,,생활방범,1,,,30,,052-226-5572,35.523349,129.326136,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로26번길 34,,생활방범,1,,,30,,052-226-5572,35.523349,129.326136,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음로26번길 34,,생활방범,1,,,30,,052-226-5572,35.523349,129.326136,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로22번길 6-2,,생활방범,1,,,30,,052-226-5572,35.519737,129.333871,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로22번길 6-2,,생활방범,1,,,30,,052-226-5572,35.519737,129.333871,2020-03-13
"울산광역시 남구청",울산광역시 남구 화합로71번길 11-39,,생활방범,1,,,30,,052-226-5572,35.530573,129.339519,2020-03-13
"울산광역시 남구청",울산광역시 남구 화합로71번길 11-39,,생활방범,1,,,30,,052-226-5572,35.530573,129.339519,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로149번길 16-5,,생활방범,1,,,30,,052-226-5572,35.528178,129.322250,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로149번길 16-5,,생활방범,1,,,30,,052-226-5572,35.528178,129.322250,2020-03-13
"울산광역시 남구청",울산광역시 남구 대암로90번길 5,,생활방범,1,,,30,,052-226-5572,35.529227,129.325514,2020-03-13
"울산광역시 남구청",울산광역시 남구 대암로90번길 5,,생활방범,1,,,30,,052-226-5572,35.529227,129.325514,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로155번길 29,,생활방범,1,,,30,,052-226-5572,35.528791,129.322032,2020-03-13
"울산광역시 남구청",울산광역시 남구 수암로155번길 29,,생활방범,1,,,30,,052-226-5572,35.528791,129.322032,2020-03-13
"울산광역시 남구청",울산광역시 남구 신선로 86,,생활방범,1,,,30,,052-226-5572,35.521811,129.321865,2020-03-13
"울산광역시 남구청",울산광역시 남구 신선로 86,,생활방범,1,,,30,,052-226-5572,35.521811,129.321865,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로48번길 9-22,,생활방범,1,,,30,,052-226-5572,35.508721,129.309972,2020-03-13
"울산광역시 남구청",울산광역시 남구 두왕로48번길 9-22,,생활방범,1,,,30,,052-226-5572,35.508721,129.309972,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로40,,생활방범,1,,,30,,052-226-5572,35.523090,129.338601,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로40,,생활방범,1,,,30,,052-226-5572,35.523090,129.338601,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로40,,생활방범,1,,,30,,052-226-5572,35.523090,129.338601,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로40,,생활방범,1,,,30,,052-226-5572,35.523090,129.338601,2020-03-13
"울산광역시 남구청",울산광역시 남구 여천로40,,생활방범,1,,,30,,052-226-5572,35.523090,129.338601,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로325번길 43,,생활방범,1,,,30,,052-226-5572,35.512113,129.335809,2020-03-13
"울산광역시 남구청",울산광역시 남구 산업로325번길 43,,생활방범,1,,,30,,052-226-5572,35.512113,129.335809,2020-03-13
"울산광역시 남구청",울산광역시 남구 선암로 19-1,,생활방범,1,,,30,,052-226-5572,35.514385,129.336470,2020-03-13
"울산광역시 남구청",울산광역시 남구 선암로 19-1,,생활방범,1,,,30,,052-226-5572,35.514385,129.336470,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 선암동 182-11,생활방범,1,,,30,,052-226-5572,35.513038,129.338249,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 선암동 182-11,생활방범,1,,,30,,052-226-5572,35.513038,129.338249,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로259번길 7,,생활방범,1,,,30,,052-226-5572,35.504158,129.382868,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로259번길 7,,생활방범,1,,,30,,052-226-5572,35.504158,129.382868,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로197번길 7-32,,생활방범,1,,,30,,052-226-5572,35.502324,129.375817,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로197번길 7-32,,생활방범,1,,,30,,052-226-5572,35.502324,129.375817,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로 171-3,,생활방범,1,,,30,,052-226-5572,35.501768,129.373008,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로 171-3,,생활방범,1,,,30,,052-226-5572,35.501768,129.373008,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로 147,,생활방범,1,,,30,,052-226-5572,35.501519,129.370954,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로 147,,생활방범,1,,,30,,052-226-5572,35.501519,129.370954,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로183번길 4-2,,생활방범,1,,,30,,052-226-5572,35.502396,129.374708,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로183번길 4-2,,생활방범,1,,,30,,052-226-5572,35.502396,129.374708,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로197번길 9-1,,생활방범,1,,,30,,052-226-5572,35.502639,129.376404,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로197번길 9-1,,생활방범,1,,,30,,052-226-5572,35.502639,129.376404,2020-03-13
"울산광역시 남구청",울산광역시 남구 대암로90번길 27,,생활방범,1,,,30,,052-226-5572,35.527861,129.326424,2020-03-13
"울산광역시 남구청",울산광역시 남구 대암로90번길 27,,생활방범,1,,,30,,052-226-5572,35.527861,129.326424,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 장생포동 338-2,생활방범,1,,,30,,052-226-5572,35.503516,129.367381,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 장생포동 338-2,생활방범,1,,,30,,052-226-5572,35.503516,129.367381,2020-03-13
"울산광역시 남구청",울산광역시 남구 돋질로 233,울산광역시 남구 장생포동 338-2,생활방범,1,,,30,,052-226-5572,35.503516,129.367381,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로90번길 8,,생활방범,1,,,30,,052-226-5572,35.516248,129.339780,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로90번길 8,,생활방범,1,,,30,,052-226-5572,35.516248,129.339780,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로90번길 8,,생활방범,1,,,30,,052-226-5572,35.516248,129.339780,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로 203,,생활방범,1,,,30,,052-226-5572,35.502249,129.376602,2020-03-13
"울산광역시 남구청",울산광역시 남구 장생포고래로 203,,생활방범,1,,,30,,052-226-5572,35.502249,129.376602,2020-03-13
"울산광역시 남구청",울산광역시 남구 번영로4번길 23,,생활방범,1,,,30,,052-226-5572,35.524580,129.332501,2020-03-13
"울산광역시 남구청",울산광역시 남구 번영로4번길 23,,생활방범,1,,,30,,052-226-5572,35.524580,129.332501,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로47번길 8-1,,생활방범,1,,,30,,052-226-5572,35.519496,129.337206,2020-03-13
"울산광역시 남구청",울산광역시 남구 야음본로47번길 8-1,,생활방범,1,,,30,,052-226-5572,35.519496,129.337206,2020-03-13
